esv_is,0,1,1,0
niv_is,0,1,0,1
eng_TAMsimp,,,,
PAST,1.0,inf,inf,inf
PAST ~ PRES PART,1.0,inf,inf,inf
PAST ~ PAST PERF,1.0,inf,inf,inf
PRES PERF,1.0,inf,inf,inf
PRES,1.17,10.8,32.4,54.0
?PAST ~ PAST,1.0,inf,inf,inf
PAST ~ PRES PERF,1.0,inf,inf,inf
?PAST,1.0,inf,inf,inf
PAST ~ PRES,1.07,inf,26.0,39.0
PAST ~ TO INF,1.0,inf,inf,inf
PAST PERF,1.0,inf,inf,inf
PRES ~ PRES PERF,1.14,inf,20.5,13.67
PAST ~ PAST PROG,1.0,inf,inf,inf
PRES PART,1.0,inf,inf,inf
FUT ~ PRES,1.25,inf,5.0,inf
?PRES,1.0,inf,inf,inf
?PRES ~ PRES,1.0,inf,inf,inf
MOD would,1.0,inf,inf,inf
MOD could ~ PAST,1.0,inf,inf,inf
TO INF,1.0,inf,inf,inf
?VB ~ PAST,1.0,inf,inf,inf
?PRES ~ PAST,1.0,inf,inf,inf
FUT ~ PAST,1.0,inf,inf,inf
?PAST ~ PRES PART,1.0,inf,inf,inf
PAST PROG,1.0,inf,inf,inf
?VB,1.0,inf,inf,inf
PRES PART ~ PRES PERF,1.0,inf,inf,inf
FUT ~ PRES PERF,1.0,inf,inf,inf
PAST PERF ~ PRES PERF,1.0,inf,inf,inf
MOD would ~ PAST,1.0,inf,inf,inf
?PAST did not ~ PAST,1.0,inf,inf,inf
PRES ~ PRES PART,1.0,inf,inf,inf
PRES ~ PRES PROG,1.0,inf,inf,inf
?TO INF ~ PAST,1.0,inf,inf,inf
MOD let ~ PAST,1.0,inf,inf,inf
?PAST ~ PRES,1.0,inf,inf,inf
?PAST ~ ?VB,1.0,inf,inf,inf
PRES ~ TO INF,1.5,inf,3.0,inf
IMPV ~ PAST,1.0,inf,inf,inf
MOD let,1.0,inf,inf,inf
FUT ~ MOD shall,1.0,inf,inf,inf
PAST PERF ~ PRES PART,1.0,inf,inf,inf
PRES PERF ~ TO INF,1.0,inf,inf,inf
??PAST,1.0,inf,inf,inf
?PRES PERF ~ PRES,1.0,inf,inf,inf
PRES PERF ~ PRES PROG,1.0,inf,inf,inf
?PAST ~ IMPV,1.0,inf,inf,inf
?VB ~ PRES,1.0,inf,inf,inf
?VB ~ PRES PERF,1.0,inf,inf,inf
FUT,1.0,inf,inf,inf
?PRES ~ ?PRES PERF,1.0,inf,inf,inf
?PRES ~ PRES PERF,1.0,inf,inf,inf
?FUT ~ PAST,1.0,inf,inf,inf
?PRES PERF,1.0,inf,inf,inf
MOD can ~ PRES,1.0,inf,inf,inf
??VB ~ ?PAST question,1.0,inf,inf,inf
MOD may ~ PAST,1.0,inf,inf,inf
?PRES ~ PRES PART,1.0,inf,inf,inf
?PAST wh-question,1.0,inf,inf,inf
?PAST wh-question ~ ?PRES,1.0,inf,inf,inf
?PAST question,1.0,inf,inf,inf
?PAST do-support ~ PAST,1.0,inf,inf,inf
?PAST wh-question ~ MOD let,1.0,inf,inf,inf
?PAST did not ~ TO INF,1.0,inf,inf,inf
?PAST wh-question ~ PAST,1.0,inf,inf,inf
?PAST wh-question ~ TO INF,1.0,inf,inf,inf
?PAST ~ ?TO INF,1.0,inf,inf,inf
?MOD would ~ PAST,1.0,inf,inf,inf
?PAST did not ~ ?PAST question,1.0,inf,inf,inf
?PAST PERF ~ PAST PERF,1.0,inf,inf,inf
?MOD would,1.0,inf,inf,inf
?MOD let ~ PAST,1.0,inf,inf,inf
?FUT ~ PRES PART,1.0,inf,inf,inf
?FUT ~ PRES,1.0,inf,inf,inf
?FUT ~ ?PRES,1.0,inf,inf,inf
??VB ~ PRES PERF,1.0,inf,inf,inf
??VB ~ PRES,1.0,inf,inf,inf
??VB ~ PAST,1.0,inf,inf,inf
??PRES ~ PAST,1.0,inf,inf,inf
??PAST ~ PAST,1.0,inf,inf,inf
??PAST ~ ?TO INF,1.0,inf,inf,inf
??PAST ~ ?PAST,1.0,inf,inf,inf
PRES PERF PROG,1.0,inf,inf,inf
MOD let ~ PRES PART,1.0,inf,inf,inf
PRES PART ~ TO INF,1.0,inf,inf,inf
?PAST ~ PAST PERF,1.0,inf,inf,inf
MOD may,1.0,inf,inf,inf
MOD let ~ MOD may,1.0,inf,inf,inf
MOD is to ~ PRES PERF,inf,inf,inf,1.0
MOD may ~ PRES,1.0,inf,inf,inf
MOD could ~ MOD might,1.0,inf,inf,inf
IMPV ~ PRES PART,1.0,inf,inf,inf
IMPV ~ PRES,1.0,inf,inf,inf
MOD might ~ PRES PERF,1.0,inf,inf,inf
MOD must ~ PAST,1.0,inf,inf,inf
MOD must ~ PRES,1.0,inf,inf,inf
MOD should ~ MOD would,1.0,inf,inf,inf
FUT ~ MOD would,1.0,inf,inf,inf
MOD should ~ PRES,1.0,inf,inf,inf
MOD should ~ TO INF,1.0,inf,inf,inf
MOD would ~ PRES,1.0,inf,inf,inf
?TO INF ~ PRES,1.0,inf,inf,inf
?TO INF,1.0,inf,inf,inf
?PRES ~ TO INF,1.0,inf,inf,inf
PAST PERF ~ TO INF,1.0,inf,inf,inf
