eng_TAMsimp,0,1
PRES,2604,72
FUT,2289,63
FUT ~ MOD shall,1666,81
IMPV,582,19
IMPV ~ MOD shall,494,13
PAST,432,15
FUT ~ PRES,422,7
MOD let,360,7
MOD must ~ MOD shall,323,15
MOD may,313,13
MOD is to ~ MOD shall,280,14
MOD can,268,2
MOD shall,215,5
MOD shall ~ PRES,149,1
FUT ~ MOD may,132,2
MOD would,120,0
IMPV ~ MOD let,111,1
PAST ~ PRES,105,6
MOD let ~ MOD may,103,1
PRES ~ PRES PART,94,2
PRES ~ PRES PERF,86,2
MOD should,80,3
FUT ~ MOD lest,71,1
MOD can ~ PRES,71,0
TO INF,69,2
FUT ~ MOD can,63,1
MOD may ~ PRES,61,1
PRES PERF,60,1
MOD may ~ MOD shall,57,1
IMPV ~ PRES,55,0
MOD can ~ MOD may,47,3
PRES PART,49,0
PRES ~ TO INF,45,0
MOD should ~ PRES,44,1
MOD can ~ MOD shall,43,1
FUT ~ MOD would,40,2
MOD must,37,1
MOD shall ~ TO INF,37,1
MOD could,38,0
PAST ~ PRES PERF,32,1
MOD may ~ TO INF,33,0
MOD shall ~ MOD should,30,1
IMPV ~ MOD may,29,1
FUT ~ TO INF,29,0
MOD would ~ PAST,29,0
MOD would ~ PRES,23,0
FUT ~ IMPV,23,0
MOD let ~ PRES,20,2
PAST ~ PRES PART,21,0
FUT ~ MOD let,20,1
MOD shall ~ PRES PART,20,0
MOD should ~ TO INF,18,1
MOD must ~ PRES,18,0
FUT ~ PRES PART,17,0
MOD let ~ TO INF,17,0
MOD lest ~ MOD may,16,0
PRES ~ PRES PROG,15,1
MOD let ~ MOD shall,13,2
FUT ~ PAST,15,0
IMPV ~ MOD must,14,0
MOD lest ~ PRES,14,0
MOD shall ~ PAST,13,1
MOD should ~ MOD would,14,0
PAST ~ TO INF,12,1
FUT ~ MOD should,12,0
HAB used to ~ PAST,10,2
MOD might,11,0
MOD may ~ MOD must,11,0
IMPV ~ MOD can,11,0
MOD is to,9,1
PAST ~ PAST PERF,10,0
MOD let ~ MOD must,8,1
MOD was to ~ PAST,8,1
MOD is to ~ MOD let,9,0
MOD can ~ MOD should,8,0
MOD let ~ PAST,7,1
MOD let ~ MOD should,8,0
MOD can ~ MOD could,8,0
IMPV ~ PAST,5,2
MOD could ~ MOD would,7,0
IMPV ~ MOD should,7,0
FUT ~ MOD must,7,0
MOD lest,7,0
MOD should ~ MOD was to,5,2
PAST PERF,6,1
IMPV ~ PRES PART,7,0
MOD might ~ MOD would,7,0
IMPV ~ TO INF,7,0
FUT ~ FUT going-to,6,0
PRES PART ~ TO INF,6,0
MOD lest ~ MOD might,5,1
MOD could ~ PAST,6,0
FUT ~ PRES PERF,6,0
MOD can ~ TO INF,6,0
MOD is to ~ MOD may,5,1
MOD may ~ PRES PART,5,1
MOD could ~ MOD might,6,0
FUT going-to ~ MOD shall,6,0
MOD shall ~ MOD would,5,1
?VB ~ MOD let,6,0
