eng_TAMsimp,0,1
PRES,1.04,27.31
FUT,1.1,11.04
FUT ~ MOD shall,1.09,11.88
IMPV,1.02,42.93
IMPV ~ MOD shall,1.1,10.56
PAST,1.07,15.41
FUT ~ PRES,1.04,26.81
MOD let,1.05,20.39
MOD must ~ MOD shall,1.07,14.7
MOD may,1.07,16.3
MOD is to ~ MOD shall,1.16,7.35
MOD can,1.02,67.5
MOD shall,1.1,11.0
MOD shall ~ PRES,1.04,25.0
FUT ~ MOD may,1.06,16.75
MOD would,1.01,120.0
IMPV ~ MOD let,1.04,28.0
PAST ~ PRES,1.05,22.2
MOD let ~ MOD may,1.01,104.0
PRES ~ PRES PART,1.04,24.0
PRES ~ PRES PERF,1.04,29.33
MOD should,1.05,20.75
FUT ~ MOD lest,1.0,inf
MOD can ~ PRES,1.0,inf
TO INF,1.03,35.5
FUT ~ MOD can,1.03,32.0
MOD may ~ PRES,1.03,31.0
PRES PERF,1.02,61.0
MOD may ~ MOD shall,1.07,14.5
IMPV ~ PRES,1.04,27.5
MOD can ~ MOD may,1.11,10.0
PRES PART,1.0,inf
PRES ~ TO INF,1.05,22.5
MOD should ~ PRES,1.05,22.5
MOD can ~ MOD shall,1.02,44.0
FUT ~ MOD would,1.11,10.5
MOD must,1.15,7.6
MOD shall ~ TO INF,1.03,38.0
MOD could,1.0,inf
PAST ~ PRES PERF,1.0,inf
MOD may ~ TO INF,1.0,inf
MOD shall ~ MOD should,1.03,31.0
IMPV ~ MOD may,1.07,15.0
FUT ~ TO INF,1.07,14.5
MOD would ~ PAST,1.0,inf
MOD would ~ PRES,1.0,inf
FUT ~ IMPV,1.05,23.0
MOD let ~ PRES,1.0,inf
PAST ~ PRES PART,1.0,inf
FUT ~ MOD let,1.0,inf
MOD shall ~ PRES PART,1.11,10.0
MOD should ~ TO INF,1.0,inf
MOD must ~ PRES,1.0,inf
FUT ~ PRES PART,1.0,inf
MOD let ~ TO INF,1.0,inf
MOD lest ~ MOD may,1.0,inf
PRES ~ PRES PROG,1.0,inf
MOD let ~ MOD shall,1.25,5.0
FUT ~ PAST,1.0,inf
IMPV ~ MOD must,1.17,7.0
MOD lest ~ PRES,1.0,inf
MOD shall ~ PAST,1.0,inf
MOD should ~ MOD would,1.17,7.0
PAST ~ TO INF,1.3,4.33
FUT ~ MOD should,1.09,12.0
HAB used to ~ PAST,1.2,6.0
MOD might,1.22,5.5
MOD may ~ MOD must,1.0,inf
IMPV ~ MOD can,1.0,inf
MOD is to,1.25,5.0
PAST ~ PAST PERF,1.11,10.0
MOD let ~ MOD must,1.0,inf
MOD was to ~ PAST,1.0,inf
MOD is to ~ MOD let,1.12,9.0
MOD can ~ MOD should,1.14,8.0
MOD let ~ PAST,1.14,8.0
MOD let ~ MOD should,1.0,inf
MOD can ~ MOD could,1.0,inf
IMPV ~ PAST,1.0,inf
MOD could ~ MOD would,1.0,inf
IMPV ~ MOD should,1.75,2.33
FUT ~ MOD must,1.0,inf
MOD lest,1.0,inf
MOD should ~ MOD was to,1.4,3.5
PAST PERF,1.17,7.0
IMPV ~ PRES PART,1.0,inf
MOD might ~ MOD would,1.17,7.0
IMPV ~ TO INF,1.17,7.0
