esv_is,0,0,1,1
niv_is,0,1,1,0
eng_TAMsimp,,,,
FUT,0.0,inf,inf,inf
FUT ~ MOD shall,0.0,inf,inf,inf
PRES,0.13,34.14,14.87,43.73
IMPV ~ MOD shall,0.0,inf,inf,inf
IMPV,0.0,inf,inf,inf
MOD is to ~ MOD shall,0.99,1.01,inf,inf
PAST,0.0,inf,inf,inf
MOD shall,0.0,inf,inf,inf
MOD must ~ MOD shall,0.0,inf,inf,inf
FUT ~ PRES,0.05,inf,inf,21.0
MOD may,0.0,inf,inf,inf
PAST ~ PRES,0.02,63.0,inf,inf
MOD shall ~ PRES,0.3,3.31,inf,inf
FUT ~ MOD may,0.0,inf,inf,inf
PRES PERF,0.0,inf,inf,inf
MOD shall ~ TO INF,0.0,inf,inf,inf
PRES ~ PRES PART,0.04,26.0,inf,inf
PRES ~ PRES PERF,0.18,25.0,inf,7.67
MOD would,0.0,inf,inf,inf
TO INF,0.0,inf,inf,inf
FUT ~ MOD lest,0.0,inf,inf,inf
MOD would ~ PAST,0.0,inf,inf,inf
MOD may ~ TO INF,0.0,inf,inf,inf
MOD may ~ PRES,0.11,20.0,inf,20.0
MOD let,0.0,inf,inf,inf
FUT ~ IMPV,0.0,inf,inf,inf
PRES ~ TO INF,0.0,inf,inf,inf
MOD may ~ MOD shall,0.0,inf,inf,inf
PAST ~ PRES PART,0.0,inf,inf,inf
FUT ~ TO INF,0.0,inf,inf,inf
MOD shall ~ PRES PART,0.0,inf,inf,inf
IMPV ~ PRES,0.0,inf,inf,inf
IMPV ~ MOD let,0.0,inf,inf,inf
PRES PART,0.0,inf,inf,inf
IMPV ~ TO INF,0.0,inf,inf,inf
PAST ~ PRES PERF,0.0,inf,inf,inf
FUT ~ MOD let,0.0,inf,inf,inf
FUT ~ PRES PART,0.0,inf,inf,inf
MOD can ~ MOD may,0.0,inf,inf,inf
FUT ~ MOD would,0.0,inf,inf,inf
MOD can ~ MOD shall,0.0,inf,inf,inf
MOD shall ~ PAST,0.0,inf,inf,inf
MOD let ~ MOD shall,0.0,inf,inf,inf
MOD is to ~ PRES,0.0,inf,inf,inf
MOD is to ~ MOD let,1.0,1.0,inf,inf
MOD let ~ MOD may,0.0,inf,inf,inf
FUT ~ PAST,0.0,inf,inf,inf
MOD is to ~ PAST,1.33,0.75,inf,inf
MOD lest ~ MOD may,0.0,inf,inf,inf
PAST ~ TO INF,0.0,inf,inf,inf
MOD lest ~ TO INF,0.0,inf,inf,inf
PAST ~ PAST PROG,0.0,inf,inf,inf
MOD shall ~ PRES PERF,0.0,inf,inf,inf
FUT ~ PRES PERF,0.0,inf,inf,inf
IMPV ~ MOD lest,0.0,inf,inf,inf
MOD shall ~ MOD would,0.0,inf,inf,inf
MOD may ~ MOD must,0.0,inf,inf,inf
MOD can,0.0,inf,inf,inf
MOD would ~ PRES,0.0,inf,inf,inf
IMPV ~ PAST,0.0,inf,inf,inf
MOD should ~ PRES,0.0,inf,inf,inf
HAB used to ~ PAST,0.0,inf,inf,inf
IMPV ~ MOD may,0.0,inf,inf,inf
IMPV ~ MOD must,0.0,inf,inf,inf
PAST PERF,0.0,inf,inf,inf
MOD shall ~ MOD should,0.0,inf,inf,inf
FUT ~ MOD can,0.0,inf,inf,inf
MOD let ~ TO INF,0.0,inf,inf,inf
FUT ~ FUT PERF,0.0,inf,inf,inf
MOD should,0.0,inf,inf,inf
MOD could ~ MOD may,0.0,inf,inf,inf
PAST ~ PAST PERF,0.0,inf,inf,inf
MOD can ~ PRES,2.0,0.5,inf,inf
MOD should ~ TO INF,0.0,inf,inf,inf
IMPV ~ MOD would,0.0,inf,inf,inf
