,0,0,1,1
,0,1,1,0
FUT,29.31,-23.07,-3.4,-2.16
FUT ~ MOD shall,22.69,-17.76,-2.65,-1.66
PRES,-11.16,-0.28,33.24,6.8
IMPV ~ MOD shall,8.22,-6.37,-0.78,-0.4
IMPV,6.71,-5.26,-0.59,-0.2
MOD is to ~ MOD shall,-143.66,169.39,-0.38,-0.21
PAST,3.78,-2.88,-0.2,0.0
MOD shall,3.79,-2.88,-0.2,0.0
MOD must ~ MOD shall,2.71,-2.18,0.0,0.0
FUT ~ PRES,-0.09,-1.48,0.0,4.5
MOD may,0.93,-0.76,0.0,0.0
PAST ~ PRES,0.28,-0.14,0.0,0.0
MOD shall ~ PRES,-6.26,7.44,0.0,0.0
FUT ~ MOD may,0.76,-0.58,0.0,0.0
PRES PERF,0.39,-0.2,0.0,0.0
MOD shall ~ TO INF,0.2,-0.2,0.0,0.0
PRES ~ PRES PART,-0.0,0.21,0.0,0.0
PRES ~ PRES PERF,-1.6,0.22,0.0,4.03
MOD would,0.2,0.0,0.0,0.0
TO INF,0.2,0.0,0.0,0.0
FUT ~ MOD lest,0.2,0.0,0.0,0.0
MOD would ~ PAST,0.2,0.0,0.0,0.0
MOD may ~ TO INF,0.21,0.0,0.0,0.0
MOD may ~ PRES,-0.63,0.28,0.0,1.14
MOD let,-0.0,0.0,0.0,0.0
FUT ~ IMPV,-0.0,0.0,0.0,0.0
PRES ~ TO INF,-0.0,0.0,0.0,0.0
MOD may ~ MOD shall,-0.0,0.0,0.0,0.0
PAST ~ PRES PART,-0.0,0.0,0.0,0.0
FUT ~ TO INF,-0.0,0.0,0.0,0.0
MOD shall ~ PRES PART,-0.0,0.0,0.0,0.0
IMPV ~ PRES,-0.0,0.0,0.0,0.0
IMPV ~ MOD let,-0.0,0.0,0.0,0.0
PRES PART,-0.0,0.0,0.0,0.0
IMPV ~ TO INF,-0.0,0.0,0.0,0.0
PAST ~ PRES PERF,-0.0,0.0,0.0,0.0
FUT ~ MOD let,-0.0,0.0,0.0,0.0
FUT ~ PRES PART,-0.0,0.0,0.0,0.0
MOD can ~ MOD may,-0.0,0.0,0.0,0.0
FUT ~ MOD would,-0.0,0.0,0.0,0.0
MOD can ~ MOD shall,-0.0,0.0,0.0,0.0
MOD shall ~ PAST,-0.0,0.0,0.0,0.0
