eng_TAMsimp,TOTAL,0,1
PRES,2696,1593,1103
FUT,2518,1230,1288
FUT ~ MOD shall,1769,1284,485
IMPV,678,398,280
MOD let,555,354,201
IMPV ~ MOD shall,510,157,353
PAST,452,230,222
FUT ~ PRES,443,259,184
MOD may,402,246,156
MOD must ~ MOD shall,341,188,153
MOD is to ~ MOD shall,295,171,124
MOD can,271,150,121
MOD shall,221,154,67
FUT ~ MOD may,165,100,65
MOD shall ~ PRES,153,107,46
IMPV ~ MOD let,140,98,42
MOD would,137,72,65
MOD let ~ MOD may,132,92,40
PAST ~ PRES,114,58,56
PRES ~ PRES PART,97,51,46
PRES ~ PRES PERF,88,49,39
MOD should,84,56,28
TO INF,79,39,40
FUT ~ MOD lest,72,55,17
MOD can ~ PRES,72,50,22
MOD can ~ MOD may,69,36,33
MOD may ~ PRES,68,47,21
FUT ~ MOD can,67,32,35
PRES PERF,61,32,29
IMPV ~ PRES,59,26,33
MOD may ~ MOD shall,58,45,13
PRES PART,50,36,14
MOD can ~ MOD shall,46,24,22
FUT ~ MOD would,46,23,23
MOD may ~ TO INF,46,30,16
MOD should ~ PRES,45,27,18
PRES ~ TO INF,45,19,26
MOD could,41,35,6
MOD must,40,20,20
MOD shall ~ TO INF,38,21,17
PAST ~ PRES PERF,34,11,23
IMPV ~ MOD may,34,19,15
FUT ~ MOD let,34,12,22
FUT ~ TO INF,31,9,22
MOD shall ~ MOD should,31,17,14
MOD let ~ PRES,29,20,9
MOD would ~ PAST,29,22,7
FUT ~ IMPV,24,13,11
MOD would ~ PRES,24,12,12
MOD let ~ TO INF,22,8,14
PAST ~ PRES PART,21,13,8
MOD shall ~ PRES PART,21,18,3
MOD must ~ PRES,19,16,3
MOD should ~ TO INF,19,14,5
FUT ~ PRES PART,19,12,7
FUT ~ PAST,17,5,12
MOD let ~ MOD shall,17,14,3
MOD lest ~ MOD may,16,9,7
PRES ~ PRES PROG,16,10,6
MOD let ~ MOD must,14,8,6
IMPV ~ MOD must,14,7,7
MOD lest ~ PRES,14,5,9
MOD should ~ MOD would,14,6,8
MOD shall ~ PAST,14,7,7
MOD might,13,6,7
PAST ~ TO INF,13,10,3
HAB used to ~ PAST,12,8,4
MOD let ~ PAST,12,9,3
MOD may ~ MOD must,12,11,1
FUT ~ MOD should,12,6,6
IMPV ~ MOD can,12,11,1
MOD let ~ MOD should,11,7,4
IMPV ~ MOD should,11,9,2
PAST ~ PAST PERF,10,7,3
IMPV ~ PRES PART,10,5,5
MOD is to,10,8,2
MOD is to ~ MOD let,10,5,5
MOD was to ~ PAST,9,5,4
IMPV ~ TO INF,9,4,5
MOD can ~ MOD could,8,6,2
MOD can ~ MOD should,8,4,4
MOD should ~ MOD was to,7,6,1
MOD can ~ MOD let,7,5,2
IMPV ~ PAST,7,3,4
MOD can ~ TO INF,7,4,3
MOD may ~ PRES PART,7,4,3
MOD might ~ MOD would,7,4,3
MOD lest,7,2,5
MOD could ~ MOD might,7,6,1
PRES PART ~ TO INF,7,3,4
FUT ~ MOD must,7,4,3
MOD could ~ MOD would,7,1,6
PAST PERF,7,5,2
MOD would ~ TO INF,6,4,2
MOD lest ~ MOD might,6,4,2
MOD can ~ PRES PART,6,4,2
MOD could ~ PAST,6,6,0
MOD is to ~ MOD may,6,4,2
FUT ~ PRES PERF,6,2,4
MOD shall ~ MOD would,6,4,2
MOD let ~ PRES PART,6,5,1
