eng_TAMsimp,0,1
PRES,0.69,1.44
FUT,1.05,0.95
FUT ~ MOD shall,0.38,2.65
IMPV,0.7,1.42
MOD let,0.57,1.76
IMPV ~ MOD shall,2.25,0.44
PAST,0.97,1.04
FUT ~ PRES,0.71,1.41
MOD may,0.63,1.58
MOD must ~ MOD shall,0.81,1.23
MOD is to ~ MOD shall,0.73,1.38
MOD can,0.81,1.24
MOD shall,0.44,2.3
FUT ~ MOD may,0.65,1.54
MOD shall ~ PRES,0.43,2.33
IMPV ~ MOD let,0.43,2.33
MOD would,0.9,1.11
MOD let ~ MOD may,0.43,2.3
PAST ~ PRES,0.97,1.04
PRES ~ PRES PART,0.9,1.11
PRES ~ PRES PERF,0.8,1.26
MOD should,0.5,2.0
TO INF,1.03,0.97
FUT ~ MOD lest,0.31,3.24
MOD can ~ PRES,0.44,2.27
MOD can ~ MOD may,0.92,1.09
MOD may ~ PRES,0.45,2.24
FUT ~ MOD can,1.09,0.91
PRES PERF,0.91,1.1
IMPV ~ PRES,1.27,0.79
MOD may ~ MOD shall,0.29,3.46
PRES PART,0.39,2.57
MOD can ~ MOD shall,0.92,1.09
FUT ~ MOD would,1.0,1.0
MOD may ~ TO INF,0.53,1.88
MOD should ~ PRES,0.67,1.5
PRES ~ TO INF,1.37,0.73
MOD could,0.17,5.83
MOD must,1.0,1.0
MOD shall ~ TO INF,0.81,1.24
PAST ~ PRES PERF,2.09,0.48
IMPV ~ MOD may,0.79,1.27
FUT ~ MOD let,1.83,0.55
FUT ~ TO INF,2.44,0.41
MOD shall ~ MOD should,0.82,1.21
MOD let ~ PRES,0.45,2.22
MOD would ~ PAST,0.32,3.14
FUT ~ IMPV,0.85,1.18
MOD would ~ PRES,1.0,1.0
MOD let ~ TO INF,1.75,0.57
PAST ~ PRES PART,0.62,1.62
MOD shall ~ PRES PART,0.17,6.0
MOD must ~ PRES,0.19,5.33
MOD should ~ TO INF,0.36,2.8
FUT ~ PRES PART,0.58,1.71
FUT ~ PAST,2.4,0.42
MOD let ~ MOD shall,0.21,4.67
MOD lest ~ MOD may,0.78,1.29
PRES ~ PRES PROG,0.6,1.67
MOD let ~ MOD must,0.75,1.33
IMPV ~ MOD must,1.0,1.0
MOD lest ~ PRES,1.8,0.56
MOD should ~ MOD would,1.33,0.75
MOD shall ~ PAST,1.0,1.0
MOD might,1.17,0.86
PAST ~ TO INF,0.3,3.33
HAB used to ~ PAST,0.5,2.0
MOD let ~ PAST,0.33,3.0
MOD may ~ MOD must,0.09,11.0
FUT ~ MOD should,1.0,1.0
IMPV ~ MOD can,0.09,11.0
MOD let ~ MOD should,0.57,1.75
IMPV ~ MOD should,0.22,4.5
PAST ~ PAST PERF,0.43,2.33
IMPV ~ PRES PART,1.0,1.0
MOD is to,0.25,4.0
MOD is to ~ MOD let,1.0,1.0
MOD was to ~ PAST,0.8,1.25
IMPV ~ TO INF,1.25,0.8
MOD can ~ MOD could,0.33,3.0
MOD can ~ MOD should,1.0,1.0
MOD should ~ MOD was to,0.17,6.0
MOD can ~ MOD let,0.4,2.5
IMPV ~ PAST,1.33,0.75
MOD can ~ TO INF,0.75,1.33
MOD may ~ PRES PART,0.75,1.33
MOD might ~ MOD would,0.75,1.33
MOD lest,2.5,0.4
MOD could ~ MOD might,0.17,6.0
PRES PART ~ TO INF,1.33,0.75
FUT ~ MOD must,0.75,1.33
MOD could ~ MOD would,6.0,0.17
PAST PERF,0.4,2.5
MOD would ~ TO INF,0.5,2.0
MOD lest ~ MOD might,0.5,2.0
MOD can ~ PRES PART,0.5,2.0
MOD could ~ PAST,0.0,inf
MOD is to ~ MOD may,0.5,2.0
FUT ~ PRES PERF,2.0,0.5
MOD shall ~ MOD would,0.5,2.0
MOD let ~ PRES PART,0.2,5.0
FUT going-to ~ MOD shall,0.2,5.0
FUT ~ FUT going-to,2.0,0.5
MOD might ~ TO INF,2.0,0.5
PAST ~ PAST PROG,0.5,2.0
