eng_TAMsimp,1,0
FUT,888,442
FUT ~ MOD shall,294,768
PRES,221,271
IMPV ~ MOD shall,329,89
IMPV,215,129
MOD is to ~ MOD shall,198,110
PAST,102,104
MOD shall,130,75
MOD must ~ MOD shall,87,66
FUT ~ PRES,50,60
MOD may,22,44
PAST ~ PRES,9,55
MOD shall ~ PRES,22,34
FUT ~ MOD may,16,38
PRES PERF,22,13
MOD shall ~ TO INF,19,9
PRES ~ PRES PART,12,15
PRES ~ PRES PERF,15,11
MOD would,15,10
TO INF,13,12
FUT ~ MOD lest,9,15
MOD would ~ PAST,9,15
MOD may ~ TO INF,9,14
MOD may ~ PRES,6,15
MOD let,15,6
FUT ~ IMPV,14,5
PRES ~ TO INF,14,5
MOD may ~ MOD shall,5,13
PAST ~ PRES PART,5,12
FUT ~ TO INF,10,6
MOD shall ~ PRES PART,8,8
IMPV ~ PRES,8,7
IMPV ~ MOD let,10,4
PRES PART,7,7
IMPV ~ TO INF,10,3
PAST ~ PRES PERF,7,6
FUT ~ MOD let,9,3
FUT ~ PRES PART,8,4
MOD can ~ MOD may,1,10
FUT ~ MOD would,8,3
MOD can ~ MOD shall,4,6
MOD shall ~ PAST,4,5
MOD let ~ MOD shall,5,4
MOD is to ~ PRES,5,3
MOD is to ~ MOD let,8,0
MOD let ~ MOD may,4,4
FUT ~ PAST,4,4
MOD is to ~ PAST,6,1
MOD lest ~ MOD may,3,4
PAST ~ TO INF,5,2
MOD lest ~ TO INF,5,2
PAST ~ PAST PROG,3,4
MOD shall ~ PRES PERF,2,4
FUT ~ PRES PERF,4,2
IMPV ~ MOD lest,4,1
MOD shall ~ MOD would,1,4
MOD may ~ MOD must,2,3
MOD can,2,3
MOD would ~ PRES,5,0
IMPV ~ PAST,3,2
MOD should ~ PRES,2,2
HAB used to ~ PAST,2,2
IMPV ~ MOD may,1,3
IMPV ~ MOD must,4,0
PAST PERF,3,1
MOD shall ~ MOD should,2,2
FUT ~ MOD can,1,3
MOD let ~ TO INF,1,3
FUT ~ FUT PERF,4,0
MOD should,4,0
MOD could ~ MOD may,0,3
PAST ~ PAST PERF,3,0
MOD can ~ PRES,1,2
MOD should ~ TO INF,2,1
IMPV ~ MOD would,1,2
MOD VB ~ PRES,1,2
MOD is to ~ TO INF,2,1
HAB used to ~ MOD would,0,3
HAB used to,0,3
MOD was to,0,3
FUT ~ FUT going-to,3,0
IMPV ~ MOD is to,1,1
MOD that be ~ TO INF,2,0
MOD was to ~ PAST,2,0
PRES ~ PRES PROG,1,1
FUT ~ MOD must,1,1
IMPV ~ PRES PART,2,0
MOD would ~ PRES PART,1,1
FUT going-to ~ MOD shall,1,1
PRES PART ~ PRES PERF,2,0
MOD may ~ PRES PART,1,1
MOD can ~ MOD let,0,2
MOD lest ~ MOD might,1,1
MOD may ~ MOD should,1,1
MOD let ~ PRES,0,2
MOD must ~ PRES,1,1
MOD let ~ MOD must,1,1
MOD lest ~ PRES PART,1,1
MOD lest ~ MOD must,0,2
MOD must ~ PRES PART,1,1
MOD is to ~ MOD may,1,0
MOD let ~ PRES PART,0,1
MOD should ~ MOD would,0,1
MOD let ~ MOD should,1,0
MOD let ~ MOD would,0,1
MOD can ~ TO INF,0,1
MOD would ~ PRES PROG,1,0
FUT ~ MOD is to,0,1
FUT ~ MOD VB,0,1
MOD ~ MOD would,1,0
MOD would ~ TO INF,0,1
MOD must,0,1
FUT ~ FUT PROG,1,0
MOD might ~ MOD would,1,0
PAST PROG ~ TO INF,1,0
FUT PROG,1,0
FUT ~ MOD should,1,0
FUT ~ MOD that be,0,1
PAST PERF ~ PRES PART,1,0
MOD could,0,1
PRES PERF ~ TO INF,1,0
MOD let ~ MOD might,0,1
MOD might,1,0
MOD quest must ~ MOD shall,0,1
PRES ~ VB,1,0
MOD could ~ MOD would,0,1
MOD lest ~ PRES,0,1
HAB used to ~ PAST PROG,1,0
HAB used to ~ PRES PART,1,0
MOD could ~ TO INF,0,1
IMPV ~ MOD VB,1,0
MOD is to ~ MOD lest,1,0
MOD is to ~ PRES PART,1,0
MOD VB ~ MOD can,0,1
