eng_TAMsimp,TOTAL,0.0,1.0
PRES,1501,1436,65
PAST,574,548,26
PRES PART,243,238,5
PRES PROG,186,178,8
PRES ~ PRES PART,141,136,5
FUT,130,114,16
PRES ~ PRES PROG,125,109,16
PAST PROG,120,115,5
PAST ~ PAST PROG,97,94,3
PAST ~ PRES PART,85,84,1
PAST ~ PRES,61,59,2
FUT ~ PRES,54,53,1
PRES ~ PRES PERF,48,47,1
FUT ~ MOD shall,48,44,4
PRES PERF,41,38,3
PAST PERF,41,41,0
TO INF,41,41,0
PAST PROG ~ PRES PART,39,37,2
FUT ~ FUT going-to,36,34,2
PAST ~ PRES PERF,31,29,2
FUT ~ PRES PROG,31,30,1
PRES PART ~ PRES PROG,30,29,1
PAST ~ PAST PERF,26,25,1
PAST ~ TO INF,16,15,1
FUT ~ TO INF,12,12,0
MOD may ~ PRES,12,12,0
FUT going-to ~ PRES,11,11,0
FUT going-to ~ PRES PROG,11,10,1
MOD could ~ PAST,11,11,0
FUT ~ PRES PART,9,9,0
PRES ~ TO INF,9,8,1
MOD is to ~ PRES,8,7,1
PRES PART ~ TO INF,8,8,0
IMPV ~ PRES,7,7,0
MOD can ~ PRES,7,7,0
PRES PERF ~ PRES PROG,6,5,1
MOD could,6,6,0
MOD should,5,5,0
IMPV,5,5,0
MOD shall ~ PRES,5,5,0
MOD can,5,5,0
MOD would,4,3,1
MOD would ~ PAST,4,4,0
PAST ~ PAST PERF PROG,4,4,0
IMPV ~ MOD may,4,4,0
PAST ~ PRES PROG,4,4,0
PAST PROG ~ PRES,4,4,0
FUT going-to ~ MOD shall,4,3,1
MOD is to ~ MOD shall,4,4,0
PAST PERF ~ PAST PROG,4,4,0
MOD would ~ PRES,4,3,1
FUT ~ MOD must,4,4,0
MOD shall ~ TO INF,3,3,0
FUT ~ MOD is to,3,2,1
MOD let ~ PRES,3,3,0
MOD was to ~ PAST,3,3,0
PRES PART ~ PRES PERF,3,3,0
MOD is to ~ PRES PART,3,3,0
PRES PERF PROG ~ PRES PROG,3,3,0
MOD is to,3,2,1
MOD may,3,3,0
MOD can ~ MOD shall,3,3,0
MOD can ~ TO INF,3,3,0
PAST PERF ~ PAST PERF PROG,2,2,0
PRES ~ PRES PROG keep,2,2,0
FUT PROG ~ PRES PART,2,2,0
PRES ~ PRES PERF PROG,2,1,1
PAST PERF ~ PRES PART,2,2,0
PAST PERF ~ PRES,2,2,0
FUT ~ MOD may,2,2,0
PRES PERF PROG,2,1,1
MOD was to ~ TO INF,2,2,0
FUT ~ PAST PROG,2,2,0
MOD should ~ TO INF,2,2,0
MOD must ~ MOD shall,2,2,0
MOD can ~ PRES PART,2,2,0
MOD was to ~ PAST PROG,2,2,0
MOD must ~ PRES,2,2,0
MOD may ~ TO INF,2,2,0
MOD may ~ PAST,2,2,0
MOD let,2,2,0
MOD is to ~ TO INF,2,2,0
MOD should ~ MOD would,2,1,1
PRES PROG ~ PRES PROG keep,1,1,0
PRES PROG ~ TO INF,1,1,0
MOD could ~ PRES PART,1,1,0
MOD might,1,1,0
MOD is to ~ MOD would,1,1,0
MOD can ~ MOD may,1,1,0
FUT going-to ~ PRES PART,1,1,0
FUT PROG ~ PRES PROG,1,0,1
IMPV ~ PRES PROG,1,1,0
PRES PART ~ PRES PERF PROG,1,0,1
MOD may ~ PRES PART,1,1,0
IMPV ~ PAST,1,1,0
FUT ~ FUT PROG,1,1,0
HAB used to ~ PAST,1,1,0
FUT ~ VB,1,1,0
PAST ~ VB,1,1,0
MOD was to ~ PRES PART,1,1,0
MOD must,1,1,0
MOD should ~ PRES,1,1,0
MOD was to,1,1,0
MOD that VB ~ PRES PART,1,1,0
FUT ~ PAST,1,1,0
MOD would ~ PRES PERF,1,1,0
MOD would ~ PRES PROG,1,1,0
FUT ~ MOD would,1,1,0
MOD should ~ PRES PERF,1,1,0
PAST PERF PROG ~ PAST PROG,1,1,0
MOD should ~ PAST,1,1,0
FUT ~ MOD can,1,1,0
MOD should ~ MOD was to,1,1,0
MOD shall ~ PRES PERF,1,1,0
FUT PROG ~ MOD is to,1,1,0
MOD shall ~ PAST,1,1,0
PAST PROG ~ TO INF,1,1,0
MOD shall,1,1,0
MOD need not ~ TO INF,1,1,0
MOD must ~ PRES PROG,1,1,0
MOD shall ~ PRES PART,1,1,0
