,0,0,1,1
,0,1,1,0
PRES,-61.95,-0.66,107.31,14.02
FUT,48.31,-20.74,-16.7,-9.52
FUT ~ MOD shall,32.89,-14.05,-11.31,-6.53
IMPV,11.79,-4.92,-3.88,-2.16
MOD let,9.67,-4.06,-3.2,-1.6
IMPV ~ MOD shall,8.77,-3.71,-2.83,-1.64
PAST,7.7,-3.17,-2.48,-1.26
FUT ~ PRES,-0.05,0.7,-2.5,1.02
MOD may,6.84,-2.84,-2.12,-1.09
MOD must ~ MOD shall,5.8,-2.3,-1.79,-0.92
MOD is to ~ MOD shall,-99.38,153.0,-1.42,-0.74
MOD can,4.58,-1.79,-1.45,-0.75
MOD shall,3.51,-1.45,-1.1,-0.57
FUT ~ MOD may,2.68,-0.91,-0.75,-0.19
MOD shall ~ PRES,-10.3,19.09,-0.55,-0.19
IMPV ~ MOD let,2.15,-0.74,-0.57,-0.2
MOD would,2.16,-0.74,-0.57,-0.2
MOD let ~ MOD may,1.97,-0.75,-0.57,-0.2
PAST ~ PRES,-1.04,-0.57,-0.38,5.38
PRES ~ PRES PART,-5.94,3.55,1.33,2.09
PRES ~ PRES PERF,-1.64,-0.39,-0.2,6.24
MOD should,1.09,-0.39,-0.2,0.0
TO INF,1.11,-0.19,-0.2,0.0
FUT ~ MOD lest,0.92,-0.19,-0.2,0.0
MOD can ~ PRES,-8.71,1.44,-0.2,13.77
MOD can ~ MOD may,0.94,-0.2,0.0,0.0
MOD may ~ PRES,-1.29,0.48,0.0,2.64
FUT ~ MOD can,0.94,-0.2,0.0,0.0
PRES PERF,0.75,-0.2,0.0,0.0
IMPV ~ PRES,-0.0,-0.2,0.0,1.08
MOD may ~ MOD shall,0.76,-0.2,0.0,0.0
PRES PART,-3.16,0.0,5.26,0.47
MOD can ~ MOD shall,0.58,0.0,0.0,0.0
FUT ~ MOD would,0.58,0.0,0.0,0.0
MOD may ~ TO INF,0.58,0.0,0.0,0.0
MOD should ~ PRES,-0.58,0.74,0.0,0.51
PRES ~ TO INF,-2.75,2.98,0.0,1.28
MOD could,0.39,0.0,0.0,0.0
MOD must,0.39,0.0,0.0,0.0
MOD shall ~ TO INF,0.39,0.0,0.0,0.0
PAST ~ PRES PERF,0.19,0.0,0.0,0.0
IMPV ~ MOD may,0.19,0.0,0.0,0.0
FUT ~ MOD let,0.19,0.0,0.0,0.0
