esv_is,0,0,1,1
niv_is,0,1,1,0
eng_TAMsimp,,,,
PRES,2401,39,179,57
FUT,2352,0,0,0
FUT ~ MOD shall,1747,0,0,0
IMPV,601,0,0,0
IMPV ~ MOD shall,507,0,0,0
PAST,447,0,0,0
FUT ~ PRES,412,10,0,7
MOD let,367,0,0,0
MOD must ~ MOD shall,338,0,0,0
MOD may,326,0,0,0
MOD is to ~ MOD shall,168,126,0,0
MOD can,270,0,0,0
MOD shall,220,0,0,0
MOD shall ~ PRES,123,27,0,0
FUT ~ MOD may,134,0,0,0
MOD would,120,0,0,0
IMPV ~ MOD let,112,0,0,0
PAST ~ PRES,103,0,0,8
MOD let ~ MOD may,104,0,0,0
PRES ~ PRES PART,80,8,4,4
PRES ~ PRES PERF,80,0,0,8
MOD should,83,0,0,0
FUT ~ MOD lest,72,0,0,0
MOD can ~ PRES,54,4,0,13
TO INF,71,0,0,0
FUT ~ MOD can,64,0,0,0
MOD may ~ PRES,56,2,0,4
PRES PERF,61,0,0,0
MOD may ~ MOD shall,58,0,0,0
IMPV ~ PRES,53,0,0,2
MOD can ~ MOD may,50,0,0,0
PRES PART,41,0,7,1
PRES ~ TO INF,38,5,0,2
MOD should ~ PRES,42,2,0,1
MOD can ~ MOD shall,44,0,0,0
FUT ~ MOD would,42,0,0,0
MOD must,38,0,0,0
MOD shall ~ TO INF,38,0,0,0
MOD could,38,0,0,0
PAST ~ PRES PERF,33,0,0,0
MOD may ~ TO INF,33,0,0,0
MOD shall ~ MOD should,31,0,0,0
IMPV ~ MOD may,30,0,0,0
FUT ~ TO INF,29,0,0,0
MOD would ~ PAST,29,0,0,0
MOD would ~ PRES,22,0,0,1
FUT ~ IMPV,23,0,0,0
MOD let ~ PRES,20,1,0,1
PAST ~ PRES PART,21,0,0,0
FUT ~ MOD let,21,0,0,0
MOD shall ~ PRES PART,18,2,0,0
MOD should ~ TO INF,19,0,0,0
MOD must ~ PRES,18,0,0,0
FUT ~ PRES PART,13,4,0,0
MOD let ~ TO INF,17,0,0,0
MOD lest ~ MOD may,16,0,0,0
PRES ~ PRES PROG,15,1,0,0
MOD let ~ MOD shall,15,0,0,0
FUT ~ PAST,15,0,0,0
IMPV ~ MOD must,14,0,0,0
MOD lest ~ PRES,14,0,0,0
MOD shall ~ PAST,14,0,0,0
MOD should ~ MOD would,14,0,0,0
PAST ~ TO INF,13,0,0,0
FUT ~ MOD should,12,0,0,0
HAB used to ~ PAST,12,0,0,0
MOD might,11,0,0,0
MOD may ~ MOD must,11,0,0,0
IMPV ~ MOD can,11,0,0,0
MOD is to,3,0,6,1
PAST ~ PAST PERF,10,0,0,0
MOD let ~ MOD must,9,0,0,0
MOD was to ~ PAST,9,0,0,0
MOD is to ~ MOD let,4,5,0,0
MOD can ~ MOD should,8,0,0,0
MOD let ~ PAST,8,0,0,0
MOD let ~ MOD should,8,0,0,0
MOD can ~ MOD could,8,0,0,0
IMPV ~ PAST,7,0,0,0
MOD could ~ MOD would,7,0,0,0
IMPV ~ MOD should,7,0,0,0
FUT ~ MOD must,7,0,0,0
MOD lest,7,0,0,0
MOD should ~ MOD was to,7,0,0,0
PAST PERF,7,0,0,0
IMPV ~ PRES PART,7,0,0,0
MOD might ~ MOD would,7,0,0,0
IMPV ~ TO INF,7,0,0,0
FUT ~ FUT going-to,5,1,0,0
PRES PART ~ TO INF,6,0,0,0
MOD lest ~ MOD might,6,0,0,0
MOD could ~ PAST,6,0,0,0
FUT ~ PRES PERF,6,0,0,0
MOD can ~ TO INF,6,0,0,0
MOD is to ~ MOD may,2,4,0,0
MOD may ~ PRES PART,6,0,0,0
MOD could ~ MOD might,6,0,0,0
