esv_is,0,0,1,1
niv_is,0,1,1,0
eng_TAMsimp,,,,
PRES,0.11,68.13,13.98,44.69
FUT,0.0,inf,inf,inf
FUT ~ MOD shall,0.0,inf,inf,inf
IMPV,0.0,inf,inf,inf
MOD let,0.0,inf,inf,inf
IMPV ~ MOD shall,0.0,inf,inf,inf
PAST,0.0,inf,inf,inf
FUT ~ PRES,0.04,39.27,inf,62.29
MOD may,0.0,inf,inf,inf
MOD must ~ MOD shall,0.0,inf,inf,inf
MOD is to ~ MOD shall,0.75,1.34,inf,inf
MOD can,0.0,inf,inf,inf
MOD shall,0.0,inf,inf,inf
FUT ~ MOD may,0.0,inf,inf,inf
MOD shall ~ PRES,0.21,4.67,inf,inf
IMPV ~ MOD let,0.0,inf,inf,inf
MOD would,0.0,inf,inf,inf
MOD let ~ MOD may,0.0,inf,inf,inf
PAST ~ PRES,0.08,inf,inf,13.25
PRES ~ PRES PART,0.2,11.12,23.25,23.25
PRES ~ PRES PERF,0.1,inf,inf,10.0
MOD should,0.0,inf,inf,inf
TO INF,0.0,inf,inf,inf
FUT ~ MOD lest,0.0,inf,inf,inf
MOD can ~ PRES,0.31,17.0,inf,4.54
MOD can ~ MOD may,0.0,inf,inf,inf
MOD may ~ PRES,0.1,33.0,inf,16.0
FUT ~ MOD can,0.0,inf,inf,inf
PRES PERF,0.0,inf,inf,inf
IMPV ~ PRES,0.04,inf,inf,28.5
MOD may ~ MOD shall,0.0,inf,inf,inf
PRES PART,0.19,inf,6.14,49.0
MOD can ~ MOD shall,0.0,inf,inf,inf
FUT ~ MOD would,0.0,inf,inf,inf
MOD may ~ TO INF,0.0,inf,inf,inf
MOD should ~ PRES,0.07,21.5,inf,44.0
PRES ~ TO INF,0.18,8.0,inf,21.5
MOD could,0.0,inf,inf,inf
MOD must,0.0,inf,inf,inf
MOD shall ~ TO INF,0.0,inf,inf,inf
PAST ~ PRES PERF,0.0,inf,inf,inf
IMPV ~ MOD may,0.0,inf,inf,inf
FUT ~ MOD let,0.0,inf,inf,inf
FUT ~ TO INF,0.0,inf,inf,inf
MOD shall ~ MOD should,0.0,inf,inf,inf
MOD let ~ PRES,0.07,28.0,inf,28.0
MOD would ~ PAST,0.0,inf,inf,inf
FUT ~ IMPV,0.0,inf,inf,inf
MOD would ~ PRES,0.04,inf,inf,23.0
MOD let ~ TO INF,0.0,inf,inf,inf
PAST ~ PRES PART,0.0,inf,inf,inf
MOD shall ~ PRES PART,0.11,9.5,inf,inf
MOD must ~ PRES,0.0,inf,inf,inf
MOD should ~ TO INF,0.0,inf,inf,inf
FUT ~ PRES PART,0.27,3.75,inf,inf
FUT ~ PAST,0.0,inf,inf,inf
MOD let ~ MOD shall,0.0,inf,inf,inf
MOD lest ~ MOD may,0.0,inf,inf,inf
PRES ~ PRES PROG,0.07,15.0,inf,inf
MOD let ~ MOD must,0.0,inf,inf,inf
IMPV ~ MOD must,0.0,inf,inf,inf
MOD lest ~ PRES,0.0,inf,inf,inf
MOD should ~ MOD would,0.0,inf,inf,inf
MOD shall ~ PAST,0.0,inf,inf,inf
MOD might,0.0,inf,inf,inf
PAST ~ TO INF,0.0,inf,inf,inf
HAB used to ~ PAST,0.0,inf,inf,inf
MOD let ~ PAST,0.0,inf,inf,inf
MOD may ~ MOD must,0.0,inf,inf,inf
FUT ~ MOD should,0.0,inf,inf,inf
IMPV ~ MOD can,0.0,inf,inf,inf
MOD let ~ MOD should,0.0,inf,inf,inf
IMPV ~ MOD should,0.0,inf,inf,inf
PAST ~ PAST PERF,0.0,inf,inf,inf
IMPV ~ PRES PART,0.0,inf,inf,inf
MOD is to,2.33,inf,0.67,9.0
